gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
6733,1,3,9/30/1983,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,L BRANDS INC,LB,501797104,701985,5621,448120
2136,1,3,11/30/1983,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERIZON COMMUNICATIONS INC,VZ,92343V104,732712,4812,517210
9899,1,3,11/30/1983,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AT&T INC,T,00206R102,732717,4812,517210
6829,1,3,2/29/1984,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LOWE'S COMPANIES INC,LOW,548661107,60667,5211,444110
8823,1,3,4/30/1984,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PULTEGROUP INC,PHM,745867101,822416,1531,236117
1380,1,3,5/31/1984,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HESS CORP,HES,42809H107,4447,1311,211111
6774,1,3,7/31/1984,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LOCKHEED MARTIN CORP,LMT,539830109,936468,3760,336414
5518,1,3,9/30/1984,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HASBRO INC,HAS,418056107,46080,3944,339930
1988,1,3,10/31/1984,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BALL CORP,BLL,58498106,9389,3411,332431
1209,1,3,4/30/1985,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AIR PRODUCTS & CHEMICALS INC,APD,9158106,2969,2810,325120
8030,1,3,4/30/1985,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NUCOR CORP,NUE,670346105,73309,3312,331110
4145,1,3,5/31/1985,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PERKINELMER INC,PKI,714046109,31791,3826,334516
7985,1,3,6/30/1985,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORTHROP GRUMMAN CORP,NOC,666807102,1133421,3812,334511
5742,1,3,7/31/1985,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CENTERPOINT ENERGY INC,CNP,15189T107,1130310,4931,22111
11672,1,3,9/30/1985,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TJX COMPANIES INC,TJX,872540109,109198,5651,448140
4058,1,3,10/31/1985,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOVER CORP,DOV,260003108,29905,3585,333415
8358,1,3,11/30/1985,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PARKER-HANNIFIN CORP,PH,701094104,76334,3490,332912
5878,1,3,2/28/1986,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ILLINOIS TOOL WORKS,ITW,452308109,49826,3560,33399
6268,1,3,5/31/1986,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JOHNSON CONTROLS INTL PLC,JCI,G51502105,833444,3585,333415
4990,1,3,8/31/1986,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GAP INC,GPS,364760108,39911,5651,448140
7922,1,3,8/31/1986,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORDSTROM INC,JWN,655664100,72333,5651,448140
7228,1,3,10/31/1986,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEDTRONIC PLC,MDT,G5960L103,1613103,3845,334510
2269,1,3,11/30/1986,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BLOCK H & R INC,HRB,93671105,12659,7200,541213
10247,1,3,12/31/1986,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYSCO CORP,SYY,871829107,96021,5140,4244
3310,1,3,7/31/1987,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CA INC,CA,12673P105,356028,7372,511210
7065,1,3,8/31/1987,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARSH & MCLENNAN COS,MMC,571748102,62709,6411,524210
1913,1,3,12/31/1987,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AVERY DENNISON CORP,AVY,53611109,8818,2670,322220
5680,1,3,3/31/1988,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOME DEPOT INC,HD,437076102,354950,5211,444110
8245,1,3,4/30/1988,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PNC FINANCIAL SVCS GROUP INC,PNC,693475105,713676,6020,522110
3243,1,3,5/31/1988,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CITIGROUP INC,C,172967424,831001,6199,522291
10187,1,3,5/31/1988,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUNTRUST BANKS INC,STI,867914103,750556,6020,522110
7906,1,3,11/30/1988,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NIKE INC,NKE,654106103,320187,3021,316210
4213,1,3,1/31/1989,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ECOLAB INC,ECL,278865100,31462,2842,325612
7875,1,3,4/30/1989,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWELL BRANDS INC,NWL,651229106,814453,3950,33994
10614,1,3,4/30/1989,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TORCHMARK CORP,TMK,891027104,320335,6311,524113
12142,1,3,8/31/1989,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ORACLE CORP,ORCL,68389X105,1341439,7372,511210
9372,1,3,11/30/1989,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ST JUDE MEDICAL INC,STJ,790849103,203077,3845,334510
1878,1,3,12/1/1989,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTODESK INC,ADSK,52769106,769397,7372,511210
7017,1,3,5/1/1991,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARATHON OIL CORP,MRO,565849106,101778,1311,211111
10860,1,3,9/19/1991,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMEREN CORP,AEE,23608102,1002910,4931,2211
1602,1,3,1/2/1992,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMGEN INC,AMGN,31162100,318154,2836,325414
25124,1,3,7/1/1992,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRAXAIR INC,PX,74005P104,884905,2810,325120
6136,1,3,10/1/1992,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTERPUBLIC GROUP OF COS,IPG,460690100,51644,7311,541810
29028,1,3,10/1/1993,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COSTCO WHOLESALE CORP,COST,22160K105,909832,5399,452910
20779,1,3,12/1/1993,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CISCO SYSTEMS INC,CSCO,17275R102,858877,3576,334210
29392,1,3,1/1/1994,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EASTMAN CHEMICAL CO,EMN,277432100,915389,2821,325211
9783,1,3,3/1/1994,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KEYCORP,KEY,493267108,91576,6020,522110
12726,1,3,3/1/1994,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNUM GROUP,UNM,91529Y106,5513,6321,524114
12141,1,3,6/1/1994,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MICROSOFT CORP,MSFT,594918104,789019,7372,511210
9882,1,3,7/1/1994,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHWEST AIRLINES,LUV,844741108,92380,4512,481111
10903,1,3,7/1/1994,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITEDHEALTH GROUP INC,UNH,91324P102,731766,6324,524114
13714,3,3,9/1/1994,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CBS CORP,CBS,124857202,813828,4888,515120
7343,1,3,9/27/1994,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MICRON TECHNOLOGY INC,MU,595112103,723125,3674,334413
25279,1,3,2/24/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOSTON SCIENTIFIC CORP,BSX,101137107,885725,3845,334510
1704,1,3,3/16/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APPLIED MATERIALS INC,AMAT,38222105,6951,3559,333242
2019,1,3,3/31/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF NEW YORK MELLON CORP,BK,64058100,1390777,6020,522110
6781,1,3,5/10/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LOEWS CORP,L,540424108,60086,6331,524126
31846,1,3,5/30/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DARDEN RESTAURANTS INC,DRI,237194105,940944,5812,722511
28349,1,3,7/13/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLSTATE CORP,ALL,20002101,899051,6331,524126
14590,2,3,7/31/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FREEPORT-MCMORAN INC,FCX,35671D857,831259,1000,212234
12124,1,3,9/22/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MORGAN STANLEY,MS,617446448,895421,6211,523110
4611,2,3,11/8/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MACY'S INC,M,55616P104,794367,5311,452111
8455,1,3,11/27/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PPL CORP,PPL,69351T106,922224,4911,2211
3231,1,3,12/1/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMERICA INC,CMA,200340107,28412,6020,522110
27914,1,3,12/1/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUMANA INC,HUM,444859102,49071,6324,621491
61739,1,3,12/20/1995,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARTFORD FINANCIAL SERVICES,HIG,416515104,874766,6331,524126
4640,1,3,3/8/1996,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIFTH THIRD BANCORP,FITB,316773100,35527,6020,522110
3221,1,3,4/23/1996,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AON PLC,AON,G0408V102,315293,6411,524210
10530,1,3,1/2/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,THERMO FISHER SCIENTIFIC INC,TMO,883556102,97745,3826,334516
23809,1,3,1/2/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTOZONE INC,AZO,53332102,866787,5531,441310
12540,1,3,5/6/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADOBE SYSTEMS INC,ADBE,00724F101,796343,7372,511210
2751,1,3,5/27/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARDINAL HEALTH INC,CAH,14149Y108,721371,5122,424210
13988,1,3,6/2/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCHWAB (CHARLES) CORP,SCHW,808513105,316709,6282,523920
4423,1,3,6/19/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQUIFAX INC,EFX,294429105,33185,7323,561450
1678,1,3,7/28/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APACHE CORP,APA,37411105,6769,1311,211111
11923,1,3,7/28/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANADARKO PETROLEUM CORP,APC,32511107,773910,1311,211111
13341,1,3,8/4/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROGRESSIVE CORP-OHIO,PGR,743315103,80661,6331,524126
5786,1,3,8/6/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUNTINGTON BANCSHARES,HBAN,446150104,49196,6020,522110
10035,1,3,8/18/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STATE STREET CORP,STT,857477103,93751,6020,523920
6304,1,3,9/15/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KLA-TENCOR CORP,KLAC,482480100,319201,3827,333314
65417,1,3,10/7/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,YUM BRANDS INC,YUM,988498101,1041061,5812,722513
11856,1,3,12/4/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BB&T CORP,BBT,54937107,92230,6020,522110
14824,1,3,12/18/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CINCINNATI FINANCIAL CORP,CINF,172062101,20286,6331,524126
4066,1,3,12/24/1997,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OMNICOM GROUP,OMC,681919106,29989,7311,541810
7982,1,3,1/30/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORTHERN TRUST CORP,NTRS,665859104,73124,6020,522110
9555,1,3,4/1/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEALED AIR CORP,SEE,81211K100,1012100,2670,326112
4885,1,3,4/29/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FRANKLIN RESOURCES INC,BEN,354613101,38777,6282,523920
28930,2,3,5/21/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARRIOTT INTL INC,MAR,571903202,1048286,7011,721110
10121,4,3,7/1/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NAVIENT CORP,NAVI,63938C108,1593538,6111,522298
30990,1,3,7/1/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAPITAL ONE FINANCIAL CORP,COF,14040H105,927628,6141,522210
14477,1,3,7/17/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WASTE MANAGEMENT INC,WM,94106L109,823768,4953,562111
25283,1,3,8/14/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KOHL'S CORP,KSS,500255104,885639,5311,452111
4674,1,3,8/28/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REGIONS FINANCIAL CORP,RF,7591EP100,1281761,6020,522110
8402,1,3,10/1/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PAYCHEX INC,PAYX,704326107,723531,8721,541214
24216,1,3,10/2/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AES CORP,AES,00130H105,874761,4991,22111
15521,1,3,10/7/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STAPLES INC,SPLS,855030102,791519,5940,453210
3735,1,3,11/18/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DANAHER CORP,DHR,235851102,313616,3826,334516
13498,1,3,12/22/1998,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARNIVAL CORP/PLC (USA),CCL,143658300,815097,4400,483112
4723,1,3,1/4/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,U S BANCORP,USB,902973304,36104,6020,522110
25056,1,3,1/4/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIME WARNER INC,TWX,887317303,1105705,4888,512110
7171,1,3,1/13/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCKESSON CORP,MCK,58155Q103,927653,5122,424210
2884,1,3,3/25/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CENTURYLINK INC,CTL,156700106,18926,4813,517110
27845,1,3,4/12/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLERGAN PLC,AGN,G0177J108,1578845,2834,325412
3439,1,3,5/3/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CMS ENERGY CORP,CMS,125896100,811156,4931,22111
1449,1,3,5/28/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AFLAC INC,AFL,1055102,4977,6321,524114
61591,1,3,6/25/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NETAPP INC,NTAP,64110D104,1002047,3572,334112
2184,1,3,6/30/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEST BUY CO INC,BBY,86516101,764478,5731,443142
11228,1,3,7/1/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VULCAN MATERIALS CO,VMC,929160109,1396009,1400,212319
24800,1,3,7/22/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUALCOMM INC,QCOM,747525103,804328,3674,334413
25338,1,3,10/1/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BED BATH & BEYOND INC,BBBY,75896100,886158,5700,442299
1075,1,3,10/4/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PINNACLE WEST CAPITAL CORP,PNW,723484101,764622,4911,2211
1632,1,3,10/12/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANALOG DEVICES,ADI,32654105,6281,3674,334413
12138,1,3,10/13/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRICE (T. ROWE) GROUP,TROW,74144T108,1113169,6282,523930
6649,1,3,10/18/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEGGETT & PLATT INC,LEG,524660107,58492,2510,337910
22325,1,3,11/8/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XILINX INC,XLNX,983919101,743988,3674,334413
61676,1,3,12/1/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CITRIX SYSTEMS INC,CTXS,177376100,877890,7372,511210
62634,1,3,12/8/1999,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,YAHOO INC,YHOO,984332106,1011006,7370,519130
12389,1,3,1/31/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARLEY-DAVIDSON INC,HOG,412822108,793952,3751,336991
12216,1,3,4/3/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LINEAR TECHNOLOGY CORP,LLTC,535678106,791907,3674,334413
126554,1,3,6/5/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AGILENT TECHNOLOGIES INC,A,00846U101,1090872,3826,334516
25434,1,3,6/8/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STARBUCKS CORP,SBUX,855244109,829224,5812,722513
13646,1,3,6/21/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIFFANY & CO,TIF,886547108,98246,5944,448310
14934,1,3,8/30/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DEVON ENERGY CORP,DVN,25179M103,1090012,1311,211111
139665,1,3,10/3/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOODY'S CORP,MCO,615369105,1059556,7323,561450
7974,1,3,11/2/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NISOURCE INC,NI,65473P105,1111711,4932,221210
16478,1,3,11/2/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EOG RESOURCES INC,EOG,26875P101,821189,1311,211111
2312,1,3,12/5/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROBERT HALF INTL INC,RHI,770323103,315213,7363,561320
27928,1,3,12/11/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTUIT INC,INTU,461202103,896878,7372,511210
133768,1,3,12/11/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,METLIFE INC,MET,59156R108,1099219,6311,524113
10115,1,3,12/12/2000,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STRYKER CORP,SYK,863667101,310764,3842,339113
135484,1,3,2/27/2001,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FRONTIER COMMUNICATIONS CORP,FTR,35906A108,20520,4813,517110
3062,1,3,3/1/2001,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CINTAS CORP,CTAS,172908105,723254,2320,315220
12635,1,3,4/2/2001,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FISERV INC,FISV,337738108,798354,7374,518210
11687,1,3,6/25/2001,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ZIONS BANCORPORATION,ZION,989701107,109380,6020,522110
144066,1,3,7/2/2001,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROCKWELL COLLINS INC,COL,774341101,1137411,3728,336413
144559,1,3,8/7/2001,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ZIMMER BIOMET HOLDINGS INC,ZBH,98956P102,1136869,3842,339113
31673,1,3,8/30/2001,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERISOURCEBERGEN CORP,ABC,3.07E+108,1140859,5122,424210
24318,1,3,9/4/2001,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XL GROUP LTD,XL,G98294104,875159,6351,524126
117768,1,3,11/30/2001,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NVIDIA CORP,NVDA,67066G104,1045810,3674,334413
28733,1,3,12/3/2001,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQUITY RESIDENTIAL,EQR,29476L107,906107,6798,531110
61574,1,3,1/2/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WATERS CORP,WAT,941848103,1000697,3826,334516
29389,1,3,6/26/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SIMON PROPERTY GROUP INC,SPG,828806109,1063761,6798,531120
10920,1,3,7/22/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITED PARCEL SERVICE INC,UPS,911312106,1090727,4210,492110
16721,1,3,7/22/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ELECTRONIC ARTS INC,EA,285512109,712515,7372,511210
114524,1,3,7/22/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EBAY INC,EBAY,278642103,1065088,7370,519130
114628,1,3,7/22/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GOLDMAN SACHS GROUP INC,GS,38141G104,886982,6211,523110
143356,1,3,7/22/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRUDENTIAL FINANCIAL INC,PRU,744320102,1137774,6311,524113
145701,1,3,7/22/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRINCIPAL FINANCIAL GRP INC,PFG,74251V102,1126328,6282,523920
145046,1,3,7/25/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANTHEM INC,ANTM,36752103,1156039,6324,524114
140760,1,3,8/14/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MONSANTO CO,MON,61166W101,1110783,100,111
120877,1,3,9/4/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REYNOLDS AMERICAN INC,RAI,761713106,1275283,2111,312230
3226,1,3,11/19/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMCAST CORP,CMCSA,20030N101,1166691,4841,515210
64166,1,3,12/12/2002,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUEST DIAGNOSTICS INC,DGX,74834L100,1022079,8071,621511
9063,1,3,2/24/2003,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTONATION INC,AN,05329W102,350698,5500,441110
30490,1,3,3/14/2003,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APARTMENT INVST & MGMT CO,AIV,03748R101,922864,6798,531110
7146,1,3,3/21/2003,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCCORMICK & CO INC,MKC,579780206,63754,2090,311942
15855,1,3,3/31/2003,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYMANTEC CORP,SYMC,871503108,849399,7372,511210
29984,1,3,7/17/2003,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROLOGIS INC,PLD,74340W103,1045609,6798,531120
25356,1,3,9/26/2003,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXPRESS SCRIPTS HOLDING CO,ESRX,30219G108,1532063,5912,446110
24468,1,3,11/13/2003,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BIOGEN INC,BIIB,09062X103,875045,2836,325414
4699,1,3,2/27/2004,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,M & T BANK CORP,MTB,55261F104,36270,6020,522110
63501,1,3,4/1/2004,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,E TRADE FINANCIAL CORP,ETFC,269246401,1015780,6211,523120
7637,1,3,4/23/2004,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MYLAN NV,MYL,N59465109,1623613,2834,325412
15247,1,3,4/29/2004,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VALERO ENERGY CORP,VLO,91913Y100,1035002,2911,324110
62689,5,3,5/5/2004,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRAVELERS COS INC,TRV,8.94E+113,86312,6331,524126
24856,1,3,7/1/2004,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GILEAD SCIENCES INC,GILD,375558103,882095,2836,325414
140541,1,3,9/1/2004,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COACH INC,COH,189754104,1116132,3100,316992
